,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
4573,"var4_woe,var1,var7",0.9440438170867294,0.04531980103501985,0.04233238070588376,0.4226367498880074,1.4090129476806206,median,stdscl,SMOTE,DT
4574,"var4_woe,var1,var8",0.9671872381876179,0.3769615970791673,0.5210319399004059,0.6672015786003687,2.1554207566883923,median,stdscl,SMOTE,DT
4575,"var4_woe,var2,var3",0.9693513808274474,0.2902912458758311,0.4202166359892967,0.661027991604999,2.050596008421743,median,stdscl,SMOTE,DT
4576,"var4_woe,var2,var4",0.9558621696139105,0.7981376341925003,0.866419804791012,0.6390362953919629,2.461318269796885,median,stdscl,SMOTE,DT
4577,"var4_woe,var2,var5",0.9572026171943347,0.9285199886114321,0.9419816691236922,0.5518563405369071,2.451040626854934,median,stdscl,SMOTE,DT
4578,"var4_woe,var2,var6",0.9572753227883748,0.9306972148252357,0.943193803560696,0.6382921845622662,2.538761310911337,median,stdscl,SMOTE,DT
4579,"var4_woe,var2,var7",0.9681948329174808,0.24016479927649098,0.35573571355695754,0.6156599021810454,1.9395904486554838,median,stdscl,SMOTE,DT
4580,"var4_woe,var2,var8",0.9636351155764366,0.44949672578673233,0.5960977086866693,0.6592382793929731,2.218971103656079,median,stdscl,SMOTE,DT
4581,"var4_woe,var3,var4",0.9576745151801654,0.9395233549381166,0.9481325036033057,0.6119366097718996,2.5177436285553707,median,stdscl,SMOTE,DT
4582,"var4_woe,var3,var5",0.9551669842725101,0.9466412098678592,0.950810708799941,0.6081910661185481,2.514168759190999,median,stdscl,SMOTE,DT
4583,"var4_woe,var3,var6",0.9576893889888416,0.9391381533772128,0.9479305947303217,0.6134523636067762,2.5190723473259395,median,stdscl,SMOTE,DT
4584,"var4_woe,var3,var7",0.970743482427832,0.11035187325193857,0.158935415464312,0.46041641719347887,1.5900953150856227,median,stdscl,SMOTE,DT
4585,"var4_woe,var3,var8",0.9696926905245511,0.2842787519469427,0.41265262854780294,0.6817977505027585,2.0641430695751124,median,stdscl,SMOTE,DT
4586,"var4_woe,var4,var5",0.9580482598285206,0.9576780719824483,0.9578627906815067,0.5615885848954228,2.47749963540545,median,stdscl,SMOTE,DT
4587,"var4_woe,var4,var6",0.9573179844772182,0.9309986769163777,0.9433736559228455,0.5847520093080613,2.485443649708125,median,stdscl,SMOTE,DT
4588,"var4_woe,var4,var7",0.9571985306919146,0.9251536619270126,0.9401427449953754,0.5860656323343392,2.483406908021629,median,stdscl,SMOTE,DT
4589,"var4_woe,var4,var8",0.9652507049757417,0.410792342862885,0.5571170277214404,0.667616402080121,2.189984134777303,median,stdscl,SMOTE,DT
4590,"var4_woe,var5,var6",0.9573278152228428,0.9314843658409955,0.9436414790153272,0.5744930524574348,2.475462346695605,median,stdscl,SMOTE,DT
4591,"var4_woe,var5,var7",0.9573221832318977,0.9314006263712338,0.9435938384178604,0.585038606253856,2.485954627903614,median,stdscl,SMOTE,DT
4592,"var4_woe,var5,var8",0.957218973643883,0.9305297358857124,0.9430817891800277,0.6075290973560736,2.507829860179984,median,stdscl,SMOTE,DT
4593,"var4_woe,var6,var7",0.9573477135856521,0.9307642064010451,0.943257116078235,0.5836505439566311,2.484255373620518,median,stdscl,SMOTE,DT
4594,"var4_woe,var6,var8",0.9572781158857592,0.9303957527340937,0.9430308153148458,0.6064237202036972,2.506732651404302,median,stdscl,SMOTE,DT
4595,"var4_woe,var7,var8",0.9533674543749986,0.036208946724949335,0.023892483389628787,0.4330488594983268,1.4103087972629542,median,stdscl,SMOTE,DT
4596,"var7_woe,var5_woe,var6_woe",0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,stdscl,SMOTE,DT
4597,"var7_woe,var5_woe,var2_woe",0.9677796119298696,0.2409352023982984,0.3568648033496407,0.5771864309565752,1.9018308462360856,median,stdscl,SMOTE,DT
4598,"var7_woe,var5_woe,var1_woe",0.953578891032674,0.8876216315798289,0.9184087621051541,0.5357906775984782,2.4077783307363063,median,stdscl,SMOTE,DT
4599,"var7_woe,var5_woe,var8_woe",0.9587291754198267,0.3340702406672361,0.47508386538830916,0.5587149126412011,1.9925279534493368,median,stdscl,SMOTE,DT
4600,"var7_woe,var5_woe,var1",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.47300464441223167,0.4748498308055632,median,stdscl,SMOTE,DT
4601,"var7_woe,var5_woe,var2",0.9676279839315614,0.24858898993451573,0.36712665160093555,0.5985877213538587,1.9333423568863557,median,stdscl,SMOTE,DT
4602,"var7_woe,var5_woe,var3",0.9694749661995146,0.11353397310288231,0.16449587785519543,0.5155090424270249,1.649479886481735,median,stdscl,SMOTE,DT
4603,"var7_woe,var5_woe,var4",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.4219419622661238,0.4237871486594553,median,stdscl,SMOTE,DT
4604,"var7_woe,var5_woe,var5",0.9508805317160927,0.9735550754492622,0.9619622181556916,0.5017275030716841,2.4145702529434683,median,stdscl,SMOTE,DT
4605,"var7_woe,var5_woe,var6",0.9506074415793064,0.974643688556164,0.9624755220007063,0.49675497703036503,2.409837940610378,median,stdscl,SMOTE,DT
