,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
1866,"var4_woe,var5_woe,var1_woe",0.9612584484710374,0.5179286204759751,0.6597748140694876,0.6579448021415684,2.2789780646820934,mean,stdscl,SMOTE,LR
1867,"var4_woe,var5_woe,var8_woe",0.9653083805331201,0.5006280460232125,0.6436227654482554,0.6865575148411428,2.2954886608225182,mean,stdscl,SMOTE,LR
1868,"var4_woe,var5_woe,var1",0.9573855763904049,0.9127769682962368,0.9333956620039776,0.6565906171910671,2.5473718555854497,mean,stdscl,SMOTE,LR
1869,"var4_woe,var5_woe,var2",0.9528846054304025,0.9699375303555577,0.9608657593536304,0.5612948259023074,2.47504519068634,mean,stdscl,SMOTE,LR
1870,"var4_woe,var5_woe,var3",0.9573700682176883,0.9324389957962786,0.9441762541964395,0.6440417380877148,2.5455880605018426,mean,stdscl,SMOTE,LR
1871,"var4_woe,var5_woe,var4",0.9573680295662099,0.9333936257515617,0.9446938921822895,0.6413925399286726,2.543454461677172,mean,stdscl,SMOTE,LR
1872,"var4_woe,var5_woe,var5",0.966165196568305,0.2902410021939741,0.420892448369336,0.6359510637383324,2.0230087086759734,mean,stdscl,SMOTE,LR
1873,"var4_woe,var5_woe,var6",0.9573680295662099,0.9333936257515617,0.9446938921822895,0.6368438575198758,2.5389057792683754,mean,stdscl,SMOTE,LR
1874,"var4_woe,var5_woe,var7",0.9571471389873255,0.9215528647272605,0.9381535923263559,0.6476782057737998,2.542978937087481,mean,stdscl,SMOTE,LR
1875,"var4_woe,var5_woe,var8",0.9560384083727401,0.8551977088881073,0.9005207253548048,0.6680999582035574,2.5246590919311025,mean,stdscl,SMOTE,LR
1876,"var4_woe,var6_woe,var2_woe",0.9661898191120022,0.43887856102095163,0.585180526401675,0.6844282410490401,2.2357985865627175,mean,stdscl,SMOTE,LR
1877,"var4_woe,var6_woe,var1_woe",0.9612584484710374,0.5179286204759751,0.6597748140694876,0.6579448021415684,2.2789780646820934,mean,stdscl,SMOTE,LR
1878,"var4_woe,var6_woe,var8_woe",0.9653083805331201,0.5006280460232125,0.6436227654482554,0.6865575148411428,2.2954886608225182,mean,stdscl,SMOTE,LR
1879,"var4_woe,var6_woe,var1",0.9573855763904049,0.9127769682962368,0.9333956620039776,0.6565906171910671,2.5473718555854497,mean,stdscl,SMOTE,LR
1880,"var4_woe,var6_woe,var2",0.9528846054304025,0.9699375303555577,0.9608657593536304,0.5612948259023074,2.47504519068634,mean,stdscl,SMOTE,LR
1881,"var4_woe,var6_woe,var3",0.9573700682176883,0.9324389957962786,0.9441762541964395,0.6440417380877148,2.5455880605018426,mean,stdscl,SMOTE,LR
1882,"var4_woe,var6_woe,var4",0.9573680295662099,0.9333936257515617,0.9446938921822895,0.6413925399286726,2.543454461677172,mean,stdscl,SMOTE,LR
1883,"var4_woe,var6_woe,var5",0.966165196568305,0.2902410021939741,0.420892448369336,0.6359510637383324,2.0230087086759734,mean,stdscl,SMOTE,LR
1884,"var4_woe,var6_woe,var6",0.9573680295662099,0.9333936257515617,0.9446938921822895,0.6368438575198758,2.5389057792683754,mean,stdscl,SMOTE,LR
1885,"var4_woe,var6_woe,var7",0.9571471389873255,0.9215528647272605,0.9381535923263559,0.6476782057737998,2.542978937087481,mean,stdscl,SMOTE,LR
1886,"var4_woe,var6_woe,var8",0.9560384083727401,0.8551977088881073,0.9005207253548048,0.6680999582035574,2.5246590919311025,mean,stdscl,SMOTE,LR
1887,"var4_woe,var2_woe,var1_woe",0.9661898191120022,0.43887856102095163,0.585180526401675,0.6805206165256009,2.231890962039278,mean,stdscl,SMOTE,LR
1888,"var4_woe,var2_woe,var8_woe",0.9663196790889428,0.49603912308027265,0.6392769917353373,0.7016696187724474,2.3072662895967273,mean,stdscl,SMOTE,LR
1889,"var4_woe,var2_woe,var1",0.9662243723843513,0.43713678004990875,0.5834536677875601,0.6804998724752892,2.2301779126472008,mean,stdscl,SMOTE,LR
1890,"var4_woe,var2_woe,var2",0.9528846054304025,0.9699375303555577,0.9608657593536304,0.5612948259023074,2.47504519068634,mean,stdscl,SMOTE,LR
1891,"var4_woe,var2_woe,var3",0.9662074670136759,0.43959872046090204,0.5858865438706076,0.6867442573151368,2.2388382681994203,mean,stdscl,SMOTE,LR
1892,"var4_woe,var2_woe,var4",0.9661130494307827,0.44045286305247117,0.5867471031512782,0.6857024066595973,2.2385625592416583,mean,stdscl,SMOTE,LR
1893,"var4_woe,var2_woe,var5",0.9661947494928322,0.43907953574837966,0.5853776270210098,0.682996383839163,2.234568760353005,mean,stdscl,SMOTE,LR
1894,"var4_woe,var2_woe,var6",0.9661902301365948,0.43889530891490397,0.5851969535978659,0.6836181243310244,2.2350053080654853,mean,stdscl,SMOTE,LR
